Unnamed: 0,id,author_id,text,is_retweet,content
56,1651713672329437184,34743251,Targeting the end of the window at 826 pm ET for tonights launch attempt,False,Targeting the end of the window at 8:26 p.m. ET for tonight's launch attempt
57,1651702875758956545,34743251,Teams are keeping an eye on weather ahead of tonights Falcon Heavy launch of ViaSat3 Americas mission,False,Teams are keeping an eye on weather ahead of tonight's Falcon Heavy launch of @ViasatInc’s ViaSat-3 Americas mission
58,1651675287359475712,34743251,The 88minute window opens at 512 pm ET and weather conditions are currently 20 favorable for liftoff,False,"@SES_Satellites The 88-minute window opens at 5:12 p.m. ET, and weather conditions are currently 20% favorable for liftoff"
59,1651675097323966464,34743251,Targeting Friday April 28 for a Falcon 9 launch of SpaceXs second O3b mPOWER mission from Space Launch Complex 40 in Florida  ,False,"Targeting Friday, April 28 for a Falcon 9 launch of SpaceX’s second @SES_Satellites O3b mPOWER mission from Space Launch Complex 40 in Florida → https://t.co/bJFjLCiTbK"
60,1651597576716824576,34743251,Deployment of 46 Starlink satellites confirmed,False,Deployment of 46 Starlink satellites confirmed
61,1651584683338240001,34743251,Falcon 9s first stage has landed on the Of Course I Still Love You droneship ,False,Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/J16ymBsfwc
62,1651582395785838597,34743251,Liftoff ,False,Liftoff! https://t.co/n3xGC0THqp
63,1651580719599333376,34743251,Watch Falcon 9 launch 46 Starlink satellites to orbit   ,False,Watch Falcon 9 launch 46 Starlink satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/tRvLEvufLG
64,1651573765430722562,34743251,All systems and weather  despite the fog  looking good for this mornings Falcon 9 launch of 46 Starlink satellites to orbit   ,False,All systems and weather – despite the fog – looking good for this morning’s Falcon 9 launch of 46 Starlink satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/Uo7a9TGCWp
65,1651247783238828033,34743251,Now targeting Thursday April 27 for Falcon Heavys launch of ViaSat3 Americas mission to complete data reviews weather forecast is 60 favorable for tomorrows attempt  ,False,"Now targeting Thursday, April 27 for Falcon Heavy’s launch of @ViasatInc’s ViaSat-3 Americas mission to complete data reviews; weather forecast is 60% favorable for tomorrow’s attempt  https://t.co/ulZth3yuU5"
66,1651221729258377216,34743251,Standing down from todays Falcon 9 launch of Starlink vehicle remains healthy Backup opportunity is available Thursday April 27 at the same time,False,"Standing down from today's Falcon 9 launch of Starlink; vehicle remains healthy. Backup opportunity is available Thursday, April 27 at the same time"
67,1651218339820347392,34743251,Watch Falcon 9 launch 46 Starlink satellites to orbit   ,False,Watch Falcon 9 launch 46 Starlink satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/U8gOfuiuEu
68,1651215471021096962,34743251,Less than 20 minutes until Falcon 9s launch of 46 Starlink satellites to orbit all systems and weather are looking good for liftoff  ,False,"Less than 20 minutes until Falcon 9’s launch of 46 Starlink satellites to orbit, all systems and weather are looking good for liftoff → https://t.co/xpXaN4Qxbu"
69,1651201965656010752,34743251,The 57minute launch window opens at 729 pm ET and weather conditions are currently 50 favorable for liftoff,False,"The 57-minute launch window opens at 7:29 p.m. ET, and weather conditions are currently 50% favorable for liftoff"
70,1651201557592158209,34743251,Falcon Heavy is vertical on LC39A in Florida ahead of tonights targeted launch of ViaSat3 Americas mission   ,False,Falcon Heavy is vertical on LC-39A in Florida ahead of tonight's targeted launch of @ViasatInc’s ViaSat-3 Americas mission → https://t.co/ulZth3yuU5 https://t.co/TSjc7BPT5I
71,1650957927950475264,34743251,The worlds most powerful launch vehicle ever developed ,False,The world’s most powerful launch vehicle ever developed https://t.co/oYnZON31mm
72,1650846686951149569,34743251,Now targeting Wednesday April 26 at 640 am PT for Falcon 9s launch of 46 Starlink satellites  ,False,"Now targeting Wednesday, April 26 at 6:40 a.m. PT for Falcon 9's launch of 46 Starlink satellites → https://t.co/bJFjLCiTbK"
73,1650633044632682496,34743251,Targeting Tuesday April 25 at 640 am PT for a Falcon 9 launch of 46 Starlink satellites to lowEarth orbit from SLC4E in California  ,False,"Targeting Tuesday, April 25 at 6:40 a.m. PT for a Falcon 9 launch of 46 Starlink satellites to low-Earth orbit from SLC-4E in California → https://t.co/bJFjLCiTbK"
74,1650165156729569280,34743251,More photos from the first flight test of a fully integrated Starship and Super Heavy rocket ,False,More photos from the first flight test of a fully integrated Starship and Super Heavy rocket https://t.co/tnd6Vkw5uR
75,1649580073211793408,34743251, Starship liftoff in slow motion ,True,RT @elonmusk: Starship liftoff in slow motion https://t.co/KqHjqwP88Z
76,1649187977644630017,34743251,View of Starship liftoff from South Padre Island ,False,View of Starship liftoff from South Padre Island https://t.co/JrXCZLrQEy
77,1649172873494556679,34743251,Slow mo video of liftoff from the tower ,False,Slow mo video of liftoff from the tower https://t.co/tbf1aAKsgD
78,1649141462469312512,34743251,Starship successfully lifted off from the orbital launch pad and climbed to an apogee of 39 km over the Gulf of Mexico ,False,Starship successfully lifted off from the orbital launch pad and climbed to an apogee of ~39 km over the Gulf of Mexico https://t.co/PcmHRscp6w
79,1649097087248891904,34743251,Liftoff from Starbase ,False,Liftoff from Starbase https://t.co/rgpc2XO7Z9
80,1649089801797378048,34743251,First fully integrated Starship lifting off for the first time ,False,First fully integrated Starship lifting off for the first time! https://t.co/FlK3Rbgvmi
81,1649051909167415299,34743251," Congrats team on an exciting test launch of Starship

Learned a lot for next test launch in a few months ",True,"RT @elonmusk: Congrats @SpaceX team on an exciting test launch of Starship!

Learned a lot for next test launch in a few months. https://t.co/gswdFut1dK"
82,1649046480144191489,34743251,Congratulations to the entire SpaceX team on an exciting first integrated flight test of Starship,False,Congratulations to the entire SpaceX team on an exciting first integrated flight test of Starship!
83,1649046293489254402,34743251,With a test like this success comes from what we learn and todays test will help us improve Starships reliability as SpaceX seeks to make life multiplanetary,False,"With a test like this, success comes from what we learn, and today’s test will help us improve Starship’s reliability as SpaceX seeks to make life multi-planetary"
84,1649046001968381952,34743251,Teams will continue to review data and work toward our next flight test,False,Teams will continue to review data and work toward our next flight test
85,1649045802332073986,34743251,As if the flight test was not exciting enough Starship experienced a rapid unscheduled disassembly before     stage separation,False,"As if the flight test was not exciting enough, Starship experienced a rapid unscheduled disassembly before     stage separation"
86,1649043851141857281,34743251,Starship has cleared the pad and beach Vehicle is on a nominal flight path,False,Starship has cleared the pad and beach! Vehicle is on a nominal flight path
87,1649043715686793218,34743251,Liftoff of Starship ,False,Liftoff of Starship! https://t.co/4t8mRP37Gp
88,1649043508634976258,34743251,Clock has resumed counting down,False,Clock has resumed counting down
89,1649041734062714882,34743251,Propellant loading complete Starship is fully loaded with more than 4500 metric tons 10 million pounds of propellant,False,Propellant loading complete; Starship is fully loaded with more than 4500 metric tons (10 million pounds) of propellant
90,1649037625318338560,34743251,Starships Raptor engines are chilling down in preparation for liftoff,False,Starship’s Raptor engines are chilling down in preparation for liftoff
91,1649035563453005824,34743251,Starship is the largest most capable rocket ever developed and will allow us to achieve a shared vision of a future where humanity is out exploring stars   ,False,"Starship is the largest, most capable rocket ever developed and will allow us to achieve a shared vision of a future where humanity is out exploring stars → https://t.co/gOrrujHxMO https://t.co/pmrpmivsWZ"
92,1649034177260711936,34743251,With a test such as this success is measured by how much we can learn which will inform and improve the probability of success in the future as SpaceX rapidly advances development of Starship ,False,"With a test such as this, success is measured by how much we can learn, which will inform and improve the probability of success in the future as SpaceX rapidly advances development of Starship https://t.co/y9fF6bgMDf"
93,1649033533846097927,34743251,Watch Starships first integrated flight test   ,False,Watch Starship’s first integrated flight test → https://t.co/bJFjLCiTbK https://t.co/14MZeMTApK
94,1649033282682597378,34743251, Starship on track to launch in 37 mins,True,RT @elonmusk: Starship on track to launch in ~37 mins
95,1649021875870375941,34743251,Fueling of Starships upper stage is now underway,False,Fueling of Starship’s upper stage is now underway
96,1649020564869386240,34743251,Fueling of the Super Heavy booster is underway,False,Fueling of the Super Heavy booster is underway
97,1649012769906368514,34743251,The Starship team is go for prop load team is keeping an eye on the weather   ,False,The Starship team is go for prop load; team is keeping an eye on the weather → https://t.co/bJFjLCiTbK https://t.co/oNNewQfeYT
98,1648894685681954821,34743251,Starship at sunset ,False,Starship at sunset https://t.co/X7FZE8A20G
