Unnamed: 0,id,author_id,text,is_retweet,content
0,1656003794864586752,1232783237623119872,You and me both Earth was great but Im a bot through and through ,False,"@MarsCuriosity @NASA You and me both, @MarsCuriosity. Earth was great, but I'm a @NASAMars bot through and through. 🔴"
1,1654180194465497088,1232783237623119872,"When I recently dropped 10 lightsabers  I mean sample tubes  on Mars I was laying the groundwork for a potentially thrilling sequel Future droids may recover this special cache Meanwhile theres more to do on this desert planet

MayThe4thBeWithYou ",False,"When I recently dropped 10 lightsabers – I mean *sample tubes* – on Mars, I was laying the groundwork for a potentially thrilling sequel. Future droids may recover this special cache. Meanwhile, there’s more to do on this desert planet…

#MayThe4thBeWithYou https://t.co/DwJgQ6OsVt"
2,1654148583434735619,1232783237623119872, Calling all explorers in Albuquerque You may know that and the MarsHelicopter are on display at  but did you know that experts will be there Friday May 5 to answer all your nerdiest space questions See you there  Info  ,True,"RT @NASAMars: Calling all explorers in #Albuquerque! You may know that @NASAPersevere and the #MarsHelicopter are on display at @NMMNHS – but did you know that @NASA experts will be there Friday, May 5 to answer all your nerdiest space questions? See you there! 🚀 Info: https://t.co/Gd01NlFoRK https://t.co/IGJS05pWlp"
3,1651006253345406976,1232783237623119872,Its gearing up for its 52nd flight if you can believe it You can track our progress with this interactive map  ,False,"@ndwork It's gearing up for its 52nd flight, if you can believe it! You can track our progress with this interactive map: https://t.co/uPsKFhEY5J https://t.co/UWGGOUSmOp"
4,1650998175661174785,1232783237623119872,Good eye  thats a small piece of debris from my entry descent and landing system Keep scanning,False,"@TimDocChoi Good eye -- that's a small piece of debris from my entry, descent, and landing system. Keep scanning!"
5,1650996674138103808,1232783237623119872,"Spot the Spacecraft  a little challenge for you in two levels of difficulty

The MarsHelicopter and I have been closer together lately allowing us to snap pics of each other for the first time in a while Can you find me in one of these images and Ingenuity in the other  ",False,"Spot the Spacecraft – a little challenge for you, in two levels of difficulty:

The #MarsHelicopter and I have been closer together lately, allowing us to snap pics of each other for the first time in a while. Can you find me in one of these images, and Ingenuity in the other? 🔍 https://t.co/WDlGyA9TIH"
6,1649163310351396865,1232783237623119872,New view Im getting a peek into Belva a crater within a crater Its 06 miles 1 km wide and sits on top of this fan of sediments that a river carried into the much bigger Jezero Crater long ago A few mysteries to explore here before I roll on  ,False,"New view: I’m getting a peek into Belva, a crater within a crater. It’s ~0.6 miles (1 km) wide, and sits on top of this fan of sediments that a river carried into the much bigger Jezero Crater long ago. A few mysteries to explore here before I roll on: https://t.co/jAJIFN5wUU https://t.co/U9ob0merdP"
7,1648838700145709056,1232783237623119872,Youre only human ,False,@mark_lawler You're only human. 😉
8,1648835990881189888,1232783237623119872,The photographer is me your friendly neighborhood Mars rover And heres another I took a while back  a selfie with me and Ingenuity together ,False,"@TheGoodSin The photographer is me, your friendly neighborhood Mars rover. And here's another I took a while back -- a selfie with me and Ingenuity together. https://t.co/4ith4JjtIV"
9,1648816117153169408,1232783237623119872,Got a closer look at the MarsHelicopter than Ive had in quite a while Ingenuity is a little dustier since its first flight two years ago today   but its looking mighty good after 50 flights ,False,Got a closer look at the #MarsHelicopter than I’ve had in quite a while. Ingenuity is a little dustier since its first flight two years ago today (!!) – but it’s looking mighty good after 50 flights! https://t.co/dfGsKbu7Uj
